"Node...1.","Node...2.","Wt"
"8_Cell_embryo_2_Cell_3","Morulae_1_Cell_8",3
"8_Cell_embryo_2_Cell_3","Morulae_1_Cell_3",3
"8_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_3",19
"8_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_4",24
"8_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_7",22
"8_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_8",14
"8_Cell_embryo_3_Cell_2","Morulae_2_Cell_1",10
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_2",1
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_4",2
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_8",2
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_9",2
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_10",2
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_11",2
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_12",2
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_1",1
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_3",2
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_4",2
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_5",2
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_6",2
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_7",2
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_9",1
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_10",1
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_3_Cell_1",1
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_3_Cell_2",1
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_3_Cell_3",1
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_3_Cell_4",1
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_3_Cell_7",1
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_3_Cell_8",1
"8_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_1",14
"8_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_5",12
"8_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_6",11
"8_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_7",14
"8_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_8",21
"8_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_1",24
"8_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_5",23
"8_Cell_embryo_3_Cell_2","8_Cell_embryo_3_Cell_6",15
"8_Cell_embryo_3_Cell_2","Morulae_1_Cell_2",13
"8_Cell_embryo_3_Cell_2","Morulae_1_Cell_4",12
"8_Cell_embryo_3_Cell_2","Morulae_1_Cell_5",12
"8_Cell_embryo_3_Cell_2","Morulae_1_Cell_6",10
"8_Cell_embryo_3_Cell_2","Morulae_2_Cell_3",8
"8_Cell_embryo_3_Cell_2","Morulae_2_Cell_4",6
"8_Cell_embryo_3_Cell_2","Morulae_2_Cell_6",6
"8_Cell_embryo_3_Cell_2","Morulae_2_Cell_7",7
"8_Cell_embryo_3_Cell_2","Morulae_2_Cell_8",9
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_2_Cell_2",1
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_1",2
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_5",1
"8_Cell_embryo_3_Cell_2","Late_blastoCyst_1_Cell_7",1
"8_Cell_embryo_3_Cell_2","Morulae_1_Cell_1",12
"8_Cell_embryo_3_Cell_2","Morulae_2_Cell_2",6
"8_Cell_embryo_3_Cell_2","Morulae_2_Cell_5",7
"8_Cell_embryo_3_Cell_2","4_Cell_embryo_1_Cell_3",10
"8_Cell_embryo_3_Cell_2","8_Cell_embryo_2_Cell_4",13
"8_Cell_embryo_3_Cell_2","Morulae_1_Cell_7",11
"8_Cell_embryo_3_Cell_2","Morulae_1_Cell_8",1
"8_Cell_embryo_3_Cell_2","Morulae_1_Cell_3",1
"8_Cell_embryo_3_Cell_3","8_Cell_embryo_3_Cell_4",19
"8_Cell_embryo_3_Cell_3","8_Cell_embryo_3_Cell_7",16
"8_Cell_embryo_3_Cell_3","8_Cell_embryo_3_Cell_8",12
"8_Cell_embryo_3_Cell_3","Morulae_2_Cell_1",10
"8_Cell_embryo_3_Cell_3","Late_blastoCyst_1_Cell_2",1
"8_Cell_embryo_3_Cell_3","Late_blastoCyst_1_Cell_4",1
"8_Cell_embryo_3_Cell_3","Late_blastoCyst_1_Cell_8",1
"8_Cell_embryo_3_Cell_3","Late_blastoCyst_2_Cell_7",1
"8_Cell_embryo_3_Cell_3","Late_blastoCyst_3_Cell_8",1
"8_Cell_embryo_3_Cell_3","8_Cell_embryo_2_Cell_1",13
"8_Cell_embryo_3_Cell_3","8_Cell_embryo_2_Cell_5",12
"8_Cell_embryo_3_Cell_3","8_Cell_embryo_2_Cell_6",9
"8_Cell_embryo_3_Cell_3","8_Cell_embryo_2_Cell_7",15
"8_Cell_embryo_3_Cell_3","8_Cell_embryo_2_Cell_8",15
"8_Cell_embryo_3_Cell_3","8_Cell_embryo_3_Cell_1",21
"8_Cell_embryo_3_Cell_3","8_Cell_embryo_3_Cell_5",19
"8_Cell_embryo_3_Cell_3","8_Cell_embryo_3_Cell_6",15
"8_Cell_embryo_3_Cell_3","Morulae_1_Cell_2",12
"8_Cell_embryo_3_Cell_3","Morulae_1_Cell_4",13
"8_Cell_embryo_3_Cell_3","Morulae_1_Cell_5",12
"8_Cell_embryo_3_Cell_3","Morulae_1_Cell_6",10
"8_Cell_embryo_3_Cell_3","Morulae_2_Cell_3",8
"8_Cell_embryo_3_Cell_3","Morulae_2_Cell_4",6
"8_Cell_embryo_3_Cell_3","Morulae_2_Cell_6",7
"8_Cell_embryo_3_Cell_3","Morulae_2_Cell_7",7
"8_Cell_embryo_3_Cell_3","Morulae_2_Cell_8",7
"8_Cell_embryo_3_Cell_3","Late_blastoCyst_1_Cell_1",1
"8_Cell_embryo_3_Cell_3","Morulae_1_Cell_1",11
"8_Cell_embryo_3_Cell_3","Morulae_2_Cell_2",6
"8_Cell_embryo_3_Cell_3","Morulae_2_Cell_5",7
"8_Cell_embryo_3_Cell_3","4_Cell_embryo_1_Cell_3",4
"8_Cell_embryo_3_Cell_3","8_Cell_embryo_2_Cell_4",15
"8_Cell_embryo_3_Cell_3","Morulae_1_Cell_7",11
"8_Cell_embryo_3_Cell_3","Morulae_1_Cell_8",1
"8_Cell_embryo_3_Cell_3","Morulae_1_Cell_3",1
"8_Cell_embryo_3_Cell_4","8_Cell_embryo_3_Cell_7",23
"8_Cell_embryo_3_Cell_4","8_Cell_embryo_3_Cell_8",15
"8_Cell_embryo_3_Cell_4","Morulae_2_Cell_1",12
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_2",1
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_4",2
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_8",2
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_9",2
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_10",2
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_11",2
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_12",2
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_2_Cell_1",2
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_2_Cell_3",2
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_2_Cell_4",1
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_2_Cell_5",1
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_2_Cell_6",1
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_2_Cell_7",2
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_2_Cell_9",1
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_2_Cell_10",1
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_3_Cell_1",1
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_3_Cell_2",1
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_3_Cell_3",1
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_3_Cell_4",1
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_3_Cell_7",1
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_3_Cell_8",1
"8_Cell_embryo_3_Cell_4","8_Cell_embryo_2_Cell_1",16
"8_Cell_embryo_3_Cell_4","8_Cell_embryo_2_Cell_5",14
"8_Cell_embryo_3_Cell_4","8_Cell_embryo_2_Cell_6",13
"8_Cell_embryo_3_Cell_4","8_Cell_embryo_2_Cell_7",16
"8_Cell_embryo_3_Cell_4","8_Cell_embryo_2_Cell_8",18
"8_Cell_embryo_3_Cell_4","8_Cell_embryo_3_Cell_1",22
"8_Cell_embryo_3_Cell_4","8_Cell_embryo_3_Cell_5",26
"8_Cell_embryo_3_Cell_4","8_Cell_embryo_3_Cell_6",18
"8_Cell_embryo_3_Cell_4","Morulae_1_Cell_2",14
"8_Cell_embryo_3_Cell_4","Morulae_1_Cell_4",13
"8_Cell_embryo_3_Cell_4","Morulae_1_Cell_5",13
"8_Cell_embryo_3_Cell_4","Morulae_1_Cell_6",10
"8_Cell_embryo_3_Cell_4","Morulae_2_Cell_3",9
"8_Cell_embryo_3_Cell_4","Morulae_2_Cell_4",7
"8_Cell_embryo_3_Cell_4","Morulae_2_Cell_6",6
"8_Cell_embryo_3_Cell_4","Morulae_2_Cell_7",8
"8_Cell_embryo_3_Cell_4","Morulae_2_Cell_8",10
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_2_Cell_2",1
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_1",2
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_5",1
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_6",1
"8_Cell_embryo_3_Cell_4","Late_blastoCyst_1_Cell_7",1
"8_Cell_embryo_3_Cell_4","Morulae_1_Cell_1",13
"8_Cell_embryo_3_Cell_4","Morulae_2_Cell_2",8
"8_Cell_embryo_3_Cell_4","Morulae_2_Cell_5",8
"8_Cell_embryo_3_Cell_4","4_Cell_embryo_1_Cell_3",8
"8_Cell_embryo_3_Cell_4","8_Cell_embryo_2_Cell_4",15
"8_Cell_embryo_3_Cell_4","Morulae_1_Cell_7",11
"8_Cell_embryo_3_Cell_4","Morulae_1_Cell_8",4
"8_Cell_embryo_3_Cell_4","Morulae_1_Cell_3",4
"8_Cell_embryo_3_Cell_7","8_Cell_embryo_3_Cell_8",15
"8_Cell_embryo_3_Cell_7","Morulae_2_Cell_1",13
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_1_Cell_2",1
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_1_Cell_4",1
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_1_Cell_8",1
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_1_Cell_9",1
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_1_Cell_10",1
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_1_Cell_11",1
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_1_Cell_12",1
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_2_Cell_1",1
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_2_Cell_3",2
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_2_Cell_4",1
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_2_Cell_5",1
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_2_Cell_6",1
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_2_Cell_7",2
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_2_Cell_9",1
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_2_Cell_10",1
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_3_Cell_1",1
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_3_Cell_2",1
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_3_Cell_3",1
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_3_Cell_4",1
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_3_Cell_7",1
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_3_Cell_8",1
"8_Cell_embryo_3_Cell_7","8_Cell_embryo_2_Cell_1",11
"8_Cell_embryo_3_Cell_7","8_Cell_embryo_2_Cell_5",9
"8_Cell_embryo_3_Cell_7","8_Cell_embryo_2_Cell_6",9
"8_Cell_embryo_3_Cell_7","8_Cell_embryo_2_Cell_7",11
"8_Cell_embryo_3_Cell_7","8_Cell_embryo_2_Cell_8",13
"8_Cell_embryo_3_Cell_7","8_Cell_embryo_3_Cell_1",18
"8_Cell_embryo_3_Cell_7","8_Cell_embryo_3_Cell_5",22
"8_Cell_embryo_3_Cell_7","8_Cell_embryo_3_Cell_6",15
"8_Cell_embryo_3_Cell_7","Morulae_1_Cell_2",15
"8_Cell_embryo_3_Cell_7","Morulae_1_Cell_4",14
"8_Cell_embryo_3_Cell_7","Morulae_1_Cell_5",14
"8_Cell_embryo_3_Cell_7","Morulae_1_Cell_6",10
"8_Cell_embryo_3_Cell_7","Morulae_2_Cell_3",9
"8_Cell_embryo_3_Cell_7","Morulae_2_Cell_4",7
"8_Cell_embryo_3_Cell_7","Morulae_2_Cell_6",7
"8_Cell_embryo_3_Cell_7","Morulae_2_Cell_7",9
"8_Cell_embryo_3_Cell_7","Morulae_2_Cell_8",11
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_2_Cell_2",1
"8_Cell_embryo_3_Cell_7","Late_blastoCyst_1_Cell_1",1
"8_Cell_embryo_3_Cell_7","Morulae_1_Cell_1",13
"8_Cell_embryo_3_Cell_7","Morulae_2_Cell_2",7
"8_Cell_embryo_3_Cell_7","Morulae_2_Cell_5",9
"8_Cell_embryo_3_Cell_7","4_Cell_embryo_1_Cell_3",6
"8_Cell_embryo_3_Cell_7","8_Cell_embryo_2_Cell_4",10
"8_Cell_embryo_3_Cell_7","Morulae_1_Cell_7",12
"8_Cell_embryo_3_Cell_7","Morulae_1_Cell_8",3
"8_Cell_embryo_3_Cell_7","Morulae_1_Cell_3",4
"8_Cell_embryo_3_Cell_8","Morulae_2_Cell_1",14
"8_Cell_embryo_3_Cell_8","Late_blastoCyst_1_Cell_2",1
"8_Cell_embryo_3_Cell_8","Late_blastoCyst_1_Cell_4",1
"8_Cell_embryo_3_Cell_8","Late_blastoCyst_1_Cell_8",1
"8_Cell_embryo_3_Cell_8","Late_blastoCyst_2_Cell_3",1
"8_Cell_embryo_3_Cell_8","Late_blastoCyst_2_Cell_7",1
"8_Cell_embryo_3_Cell_8","8_Cell_embryo_2_Cell_1",8
"8_Cell_embryo_3_Cell_8","8_Cell_embryo_2_Cell_5",7
"8_Cell_embryo_3_Cell_8","8_Cell_embryo_2_Cell_6",6
"8_Cell_embryo_3_Cell_8","8_Cell_embryo_2_Cell_7",8
"8_Cell_embryo_3_Cell_8","8_Cell_embryo_2_Cell_8",11
"8_Cell_embryo_3_Cell_8","8_Cell_embryo_3_Cell_1",12
"8_Cell_embryo_3_Cell_8","8_Cell_embryo_3_Cell_5",15
"8_Cell_embryo_3_Cell_8","8_Cell_embryo_3_Cell_6",13
"8_Cell_embryo_3_Cell_8","Morulae_1_Cell_2",16
"8_Cell_embryo_3_Cell_8","Morulae_1_Cell_4",16
"8_Cell_embryo_3_Cell_8","Morulae_1_Cell_5",15
"8_Cell_embryo_3_Cell_8","Morulae_1_Cell_6",11
"8_Cell_embryo_3_Cell_8","Morulae_2_Cell_3",11
"8_Cell_embryo_3_Cell_8","Morulae_2_Cell_4",9
"8_Cell_embryo_3_Cell_8","Morulae_2_Cell_6",10
"8_Cell_embryo_3_Cell_8","Morulae_2_Cell_7",12
"8_Cell_embryo_3_Cell_8","Morulae_2_Cell_8",14
"8_Cell_embryo_3_Cell_8","Late_blastoCyst_2_Cell_2",1
"8_Cell_embryo_3_Cell_8","Late_blastoCyst_1_Cell_1",1
"8_Cell_embryo_3_Cell_8","Morulae_1_Cell_1",15
"8_Cell_embryo_3_Cell_8","Morulae_2_Cell_2",9
"8_Cell_embryo_3_Cell_8","Morulae_2_Cell_5",11
"8_Cell_embryo_3_Cell_8","4_Cell_embryo_1_Cell_3",2
"8_Cell_embryo_3_Cell_8","8_Cell_embryo_2_Cell_4",9
"8_Cell_embryo_3_Cell_8","Morulae_1_Cell_7",14
"8_Cell_embryo_3_Cell_8","Morulae_1_Cell_8",2
"8_Cell_embryo_3_Cell_8","Morulae_1_Cell_3",2
"Morulae_2_Cell_1","Late_blastoCyst_1_Cell_2",1
"Morulae_2_Cell_1","Late_blastoCyst_1_Cell_4",1
"Morulae_2_Cell_1","Late_blastoCyst_1_Cell_8",1
"Morulae_2_Cell_1","Late_blastoCyst_2_Cell_3",1
"Morulae_2_Cell_1","Late_blastoCyst_2_Cell_7",1
"Morulae_2_Cell_1","Late_blastoCyst_3_Cell_8",1
"Morulae_2_Cell_1","8_Cell_embryo_2_Cell_1",6
"Morulae_2_Cell_1","8_Cell_embryo_2_Cell_5",6
"Morulae_2_Cell_1","8_Cell_embryo_2_Cell_6",5
"Morulae_2_Cell_1","8_Cell_embryo_2_Cell_7",7
"Morulae_2_Cell_1","8_Cell_embryo_2_Cell_8",7
"Morulae_2_Cell_1","8_Cell_embryo_3_Cell_1",9
"Morulae_2_Cell_1","8_Cell_embryo_3_Cell_5",12
"Morulae_2_Cell_1","8_Cell_embryo_3_Cell_6",11
"Morulae_2_Cell_1","Morulae_1_Cell_2",14
"Morulae_2_Cell_1","Morulae_1_Cell_4",14
"Morulae_2_Cell_1","Morulae_1_Cell_5",14
"Morulae_2_Cell_1","Morulae_1_Cell_6",10
"Morulae_2_Cell_1","Morulae_2_Cell_3",11
"Morulae_2_Cell_1","Morulae_2_Cell_4",9
"Morulae_2_Cell_1","Morulae_2_Cell_6",9
"Morulae_2_Cell_1","Morulae_2_Cell_7",11
"Morulae_2_Cell_1","Morulae_2_Cell_8",12
"Morulae_2_Cell_1","Late_blastoCyst_2_Cell_2",1
"Morulae_2_Cell_1","Late_blastoCyst_1_Cell_1",1
"Morulae_2_Cell_1","Morulae_1_Cell_1",12
"Morulae_2_Cell_1","Morulae_2_Cell_2",11
"Morulae_2_Cell_1","Morulae_2_Cell_5",11
"Morulae_2_Cell_1","4_Cell_embryo_1_Cell_3",2
"Morulae_2_Cell_1","8_Cell_embryo_2_Cell_4",7
"Morulae_2_Cell_1","Morulae_1_Cell_7",14
"Morulae_2_Cell_1","Morulae_1_Cell_8",2
"Morulae_2_Cell_1","Morulae_1_Cell_3",1
"Late_blastoCyst_1_Cell_2","Late_blastoCyst_1_Cell_4",2
"Late_blastoCyst_1_Cell_2","Late_blastoCyst_1_Cell_8",2
"Late_blastoCyst_1_Cell_2","Late_blastoCyst_1_Cell_9",1
"Late_blastoCyst_1_Cell_2","Late_blastoCyst_1_Cell_11",1
"Late_blastoCyst_1_Cell_2","Late_blastoCyst_1_Cell_12",1
"Late_blastoCyst_1_Cell_2","Late_blastoCyst_2_Cell_1",1
"Late_blastoCyst_1_Cell_2","Late_blastoCyst_2_Cell_3",1
"Late_blastoCyst_1_Cell_2","Late_blastoCyst_2_Cell_4",1
"Late_blastoCyst_1_Cell_2","Late_blastoCyst_2_Cell_6",1
"Late_blastoCyst_1_Cell_2","8_Cell_embryo_2_Cell_1",1
"Late_blastoCyst_1_Cell_2","Late_blastoCyst_2_Cell_2",1
"Late_blastoCyst_1_Cell_2","Late_blastoCyst_1_Cell_1",1
"Late_blastoCyst_1_Cell_2","Late_blastoCyst_1_Cell_5",1
"Late_blastoCyst_1_Cell_2","Late_blastoCyst_1_Cell_6",1
"Late_blastoCyst_1_Cell_2","Late_blastoCyst_1_Cell_7",1
"Late_blastoCyst_1_Cell_2","Late_blastoCyst_1_Cell_3",1
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_1_Cell_8",7
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_1_Cell_9",5
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_1_Cell_10",4
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_1_Cell_11",6
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_1_Cell_12",6
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_2_Cell_1",4
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_2_Cell_3",5
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_2_Cell_4",5
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_2_Cell_5",3
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_2_Cell_6",5
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_2_Cell_7",2
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_2_Cell_9",3
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_2_Cell_10",2
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_3_Cell_1",2
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_3_Cell_2",2
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_3_Cell_3",3
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_3_Cell_4",2
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_3_Cell_7",1
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_3_Cell_8",3
"Late_blastoCyst_1_Cell_4","8_Cell_embryo_2_Cell_1",1
"Late_blastoCyst_1_Cell_4","8_Cell_embryo_2_Cell_8",1
"Late_blastoCyst_1_Cell_4","Morulae_2_Cell_8",1
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_2_Cell_2",5
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_1_Cell_1",5
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_1_Cell_5",6
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_1_Cell_6",5
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_1_Cell_7",6
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_2_Cell_8",3
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_3_Cell_5",2
"Late_blastoCyst_1_Cell_4","Morulae_2_Cell_2",1
"Late_blastoCyst_1_Cell_4","4_Cell_embryo_1_Cell_3",1
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_3_Cell_6",1
"Late_blastoCyst_1_Cell_4","Late_blastoCyst_1_Cell_3",1
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_1_Cell_9",5
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_1_Cell_10",4
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_1_Cell_11",6
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_1_Cell_12",6
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_2_Cell_1",4
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_2_Cell_3",5
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_2_Cell_4",5
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_2_Cell_5",3
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_2_Cell_6",5
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_2_Cell_7",2
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_2_Cell_9",3
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_2_Cell_10",2
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_3_Cell_1",2
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_3_Cell_2",2
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_3_Cell_3",3
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_3_Cell_4",2
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_3_Cell_7",1
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_3_Cell_8",3
"Late_blastoCyst_1_Cell_8","8_Cell_embryo_2_Cell_1",1
"Late_blastoCyst_1_Cell_8","8_Cell_embryo_2_Cell_8",1
"Late_blastoCyst_1_Cell_8","Morulae_2_Cell_8",1
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_2_Cell_2",5
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_1_Cell_1",5
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_1_Cell_5",6
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_1_Cell_6",5
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_1_Cell_7",6
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_2_Cell_8",3
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_3_Cell_5",2
"Late_blastoCyst_1_Cell_8","Morulae_2_Cell_2",1
"Late_blastoCyst_1_Cell_8","4_Cell_embryo_1_Cell_3",1
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_3_Cell_6",1
"Late_blastoCyst_1_Cell_8","Late_blastoCyst_1_Cell_3",1
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_1_Cell_10",4
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_1_Cell_11",6
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_1_Cell_12",6
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_2_Cell_1",4
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_2_Cell_3",5
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_2_Cell_4",5
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_2_Cell_5",4
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_2_Cell_6",5
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_2_Cell_7",2
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_2_Cell_9",3
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_2_Cell_10",2
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_3_Cell_1",3
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_3_Cell_2",3
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_3_Cell_3",3
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_3_Cell_4",2
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_3_Cell_7",2
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_3_Cell_8",3
"Late_blastoCyst_1_Cell_9","8_Cell_embryo_2_Cell_1",2
"Late_blastoCyst_1_Cell_9","8_Cell_embryo_2_Cell_5",1
"Late_blastoCyst_1_Cell_9","8_Cell_embryo_2_Cell_6",1
"Late_blastoCyst_1_Cell_9","8_Cell_embryo_2_Cell_7",1
"Late_blastoCyst_1_Cell_9","8_Cell_embryo_2_Cell_8",2
"Late_blastoCyst_1_Cell_9","8_Cell_embryo_3_Cell_1",1
"Late_blastoCyst_1_Cell_9","8_Cell_embryo_3_Cell_5",1
"Late_blastoCyst_1_Cell_9","8_Cell_embryo_3_Cell_6",1
"Late_blastoCyst_1_Cell_9","Morulae_1_Cell_2",1
"Late_blastoCyst_1_Cell_9","Morulae_2_Cell_8",1
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_2_Cell_2",4
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_1_Cell_1",4
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_1_Cell_5",5
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_1_Cell_6",4
"Late_blastoCyst_1_Cell_9","Late_blastoCyst_1_Cell_7",5
